URN,P8MEA,Year,RankASC,RankDESC,PercentileASC,PercentileDESC
103728,-0.06,2016,1794,1713,0.51,0.49
137209,-0.01,2016,1619,1888,0.46,0.54
137225,-0.02,2016,1658,1849,0.47,0.53
136840,0.16,2016,1002,2506,0.29,0.71
140961,-0.57,2016,2877,630,0.82,0.18
137165,-0.55,2016,2856,652,0.81,0.19
134533,-1.35,2016,3132,376,0.89,0.11
141376,-1.67,2016,3250,257,0.93,0.07
131574,-1.78,2016,3300,208,0.94,0.06
140126,0.05,2016,1390,2118,0.4,0.6
103867,-0.42,2016,2696,811,0.77,0.23
103857,-0.72,2016,2969,538,0.85,0.15
141325,-0.03,2016,1694,1814,0.48,0.52
103855,-0.14,2016,2070,1437,0.59,0.41
137812,-0.04,2016,1726,1782,0.49,0.51
141570,-0.08,2016,1876,1631,0.54,0.47
137705,-0.44,2016,2732,776,0.78,0.22
103863,-0.36,2016,2597,910,0.74,0.26
137390,-0.48,2016,2776,730,0.79,0.21
137773,0.1,2016,1198,2308,0.34,0.66
103861,-0.13,2016,2033,1474,0.58,0.42
103870,0.43,2016,302,3206,0.09,0.91
103859,-0.34,2016,2562,945,0.73,0.27
139872,0.05,2016,1390,2118,0.4,0.6
141712,-0.18,2016,2182,1325,0.62,0.38
103854,-0.38,2016,2630,877,0.75,0.25
103853,-0.69,2016,2948,559,0.84,0.16
136618,0.14,2016,1072,2435,0.31,0.69
103858,-0.2,2016,2246,1260,0.64,0.36
103878,-1.31,2016,3117,390,0.89,0.11
103882,-0.93,2016,3045,462,0.87,0.13
103877,-1.16,2016,3098,410,0.88,0.12
139328,-0.85,2016,3023,484,0.86,0.14
139043,-0.05,2016,1756,1750,0.5,0.5
135234,0.0,2016,1574,1932,0.45,0.55
104018,0.02,2016,1493,2014,0.43,0.57
137701,-0.46,2016,2754,752,0.79,0.21
137673,0.0,2016,1574,1932,0.45,0.55
135979,0.04,2016,1420,2086,0.41,0.59
104012,-0.35,2016,2582,926,0.74,0.26
136091,-0.09,2016,1912,1594,0.55,0.45
135449,-0.2,2016,2246,1260,0.64,0.36
135599,-0.87,2016,3027,480,0.86,0.14
104019,-0.06,2016,1794,1713,0.51,0.49
134993,-0.28,2016,2434,1072,0.69,0.31
135170,0.3,2016,602,2905,0.17,0.83
104020,-0.46,2016,2754,752,0.79,0.21
139918,-0.98,2016,3056,451,0.87,0.13
136616,-0.01,2016,1619,1888,0.46,0.54
132233,-1.65,2016,3242,265,0.92,0.08
136994,0.32,2016,550,2956,0.16,0.84
136333,0.28,2016,659,2848,0.19,0.81
135684,-0.67,2016,2934,574,0.84,0.16
129342,-0.05,2016,1756,1750,0.5,0.5
136909,-0.16,2016,2130,1377,0.61,0.39
136347,-0.06,2016,1794,1713,0.51,0.49
137007,0.0,2016,1574,1932,0.45,0.55
137231,-0.25,2016,2374,1133,0.68,0.32
137008,-0.19,2016,2214,1292,0.63,0.37
142075,-0.33,2016,2542,964,0.73,0.27
135971,-0.03,2016,1694,1814,0.48,0.52
104119,0.08,2016,1271,2236,0.36,0.64
104118,-0.37,2016,2614,893,0.75,0.25
136310,0.58,2016,112,3394,0.03,0.97
104132,-1.9,2016,3338,170,0.95,0.05
104130,-1.32,2016,3120,386,0.89,0.11
141171,-2.8,2016,3470,37,0.99,0.01
137974,-0.03,2016,1694,1814,0.48,0.52
136885,0.11,2016,1166,2342,0.33,0.67
137274,-1.36,2016,3134,372,0.89,0.11
138606,-0.01,2016,1619,1888,0.46,0.54
104248,-0.23,2016,2328,1180,0.66,0.34
135956,-0.04,2016,1726,1782,0.49,0.51
137830,-0.11,2016,1973,1534,0.56,0.44
135769,-0.63,2016,2920,586,0.83,0.17
104251,-0.03,2016,1694,1814,0.48,0.52
136773,0.5,2016,190,3318,0.05,0.95
136777,0.25,2016,746,2760,0.21,0.79
104255,-0.15,2016,2103,1404,0.6,0.4
104259,-0.27,2016,2410,1097,0.69,0.31
136620,-0.23,2016,2328,1180,0.66,0.34
137707,-0.11,2016,1973,1534,0.56,0.44
133697,0.14,2016,1072,2435,0.31,0.69
139789,-1.34,2016,3127,380,0.89,0.11
138374,-0.53,2016,2830,676,0.81,0.19
137706,-0.66,2016,2930,578,0.84,0.16
135461,-2.94,2016,3483,24,0.99,0.01
104271,-1.32,2016,3120,386,0.89,0.11
139138,0.44,2016,283,3224,0.08,0.92
104395,-0.22,2016,2295,1212,0.65,0.35
104390,-0.33,2016,2542,964,0.73,0.27
137730,0.4,2016,366,3142,0.1,0.9
104386,0.39,2016,388,3118,0.11,0.89
131547,-0.91,2016,3041,466,0.87,0.13
104397,-0.62,2016,2911,596,0.83,0.17
138098,0.53,2016,158,3349,0.05,0.96
136182,-0.6,2016,2898,608,0.83,0.17
141802,-0.31,2016,2504,1004,0.71,0.29
139891,0.02,2016,1493,2014,0.43,0.57
138852,-0.09,2016,1912,1594,0.55,0.45
104387,-0.83,2016,3016,490,0.86,0.14
140586,0.13,2016,1108,2399,0.32,0.68
135983,-0.03,2016,1694,1814,0.48,0.52
141245,-0.52,2016,2818,690,0.8,0.2
140798,0.41,2016,345,3162,0.1,0.9
134261,-2.01,2016,3362,146,0.96,0.04
104412,-1.63,2016,3236,272,0.92,0.08
104413,-1.74,2016,3280,226,0.94,0.06
135479,-1.06,2016,3074,432,0.88,0.12
139614,-0.76,2016,2992,516,0.85,0.15
140001,-0.75,2016,2987,520,0.85,0.15
140412,-0.63,2016,2920,586,0.83,0.17
135477,-1.07,2016,3077,430,0.88,0.12
135481,-0.75,2016,2987,520,0.85,0.15
104498,-2.31,2016,3414,94,0.97,0.03
101857,-0.74,2016,2981,526,0.85,0.15
104693,-0.62,2016,2911,596,0.83,0.17
104717,-0.43,2016,2714,794,0.77,0.23
104705,-0.02,2016,1658,1849,0.47,0.53
138183,0.0,2016,1574,1932,0.45,0.55
135174,0.17,2016,968,2539,0.28,0.72
137916,0.32,2016,550,2956,0.16,0.84
104696,-0.57,2016,2877,630,0.82,0.18
104713,-0.3,2016,2484,1022,0.71,0.29
104698,-0.39,2016,2645,862,0.75,0.25
104714,-0.22,2016,2295,1212,0.65,0.35
138787,-0.55,2016,2856,652,0.81,0.19
136409,-0.53,2016,2830,676,0.81,0.19
136119,-0.92,2016,3043,464,0.87,0.13
104692,-0.78,2016,2997,510,0.85,0.15
104700,-0.58,2016,2885,622,0.82,0.18
104688,-0.49,2016,2788,718,0.8,0.2
104703,0.56,2016,128,3380,0.04,0.96
137675,-1.0,2016,3060,447,0.87,0.13
139686,-0.35,2016,2582,926,0.74,0.26
139588,-0.29,2016,2462,1046,0.7,0.3
131065,-0.09,2016,1912,1594,0.55,0.45
104706,-0.32,2016,2524,983,0.72,0.28
136735,0.05,2016,1390,2118,0.4,0.6
138463,-0.22,2016,2295,1212,0.65,0.35
104721,-0.12,2016,2000,1507,0.57,0.43
104715,-0.03,2016,1694,1814,0.48,0.52
104712,-0.28,2016,2434,1072,0.69,0.31
138850,-0.46,2016,2754,752,0.79,0.21
139589,-0.29,2016,2462,1046,0.7,0.3
138696,-0.09,2016,1912,1594,0.55,0.45
104736,-1.92,2016,3344,162,0.95,0.05
133441,-1.45,2016,3162,346,0.9,0.1
134658,-2.03,2016,3368,140,0.96,0.04
104742,-2.26,2016,3407,100,0.97,0.03
130961,-2.29,2016,3410,98,0.97,0.03
104739,-1.68,2016,3256,251,0.93,0.07
104829,-0.44,2016,2732,776,0.78,0.22
104834,-0.17,2016,2155,1352,0.61,0.39
104827,-0.75,2016,2987,520,0.85,0.15
136421,-0.39,2016,2645,862,0.75,0.25
104826,0.0,2016,1574,1932,0.45,0.55
104830,0.01,2016,1532,1975,0.44,0.56
104833,-0.14,2016,2070,1437,0.59,0.41
104835,-0.27,2016,2410,1097,0.69,0.31
130488,-0.81,2016,3008,498,0.86,0.14
136141,-0.57,2016,2877,630,0.82,0.18
134865,-1.55,2016,3195,312,0.91,0.09
104843,-3.35,2016,3499,8,1.0,0.0
137297,0.11,2016,1166,2342,0.33,0.67
137514,-0.05,2016,1756,1750,0.5,0.5
104964,-0.35,2016,2582,926,0.74,0.26
137533,-0.07,2016,1835,1672,0.52,0.48
137436,-0.02,2016,1658,1849,0.47,0.53
137604,0.4,2016,366,3142,0.1,0.9
138260,-0.53,2016,2830,676,0.81,0.19
141693,-0.42,2016,2696,811,0.77,0.23
104962,0.02,2016,1493,2014,0.43,0.57
130490,-2.62,2016,3452,56,0.98,0.02
141694,-0.18,2016,2182,1325,0.62,0.38
137520,-0.87,2016,3027,480,0.86,0.14
104960,-0.29,2016,2462,1046,0.7,0.3
104956,0.4,2016,366,3142,0.1,0.9
137612,0.15,2016,1035,2472,0.3,0.71
104961,-0.41,2016,2677,830,0.76,0.24
104963,-1.09,2016,3080,426,0.88,0.12
141338,-0.16,2016,2130,1377,0.61,0.39
104959,-0.34,2016,2562,945,0.73,0.27
104944,-0.13,2016,2033,1474,0.58,0.42
104980,-1.43,2016,3156,351,0.9,0.1
104982,-2.59,2016,3447,60,0.98,0.02
104977,-1.3,2016,3115,392,0.89,0.11
105106,-0.62,2016,2911,596,0.83,0.17
135877,0.44,2016,283,3224,0.08,0.92
136411,-0.36,2016,2597,910,0.74,0.26
139144,0.36,2016,459,3048,0.13,0.87
138355,-0.31,2016,2504,1004,0.71,0.29
141131,-0.97,2016,3054,452,0.87,0.13
105103,0.06,2016,1350,2156,0.39,0.61
136895,-0.3,2016,2484,1022,0.71,0.29
105101,-0.01,2016,1619,1888,0.46,0.54
137130,0.09,2016,1238,2269,0.35,0.65
105097,-0.68,2016,2940,568,0.84,0.16
136780,-0.24,2016,2353,1154,0.67,0.33
139031,0.45,2016,268,3238,0.08,0.92
105110,-0.62,2016,2911,596,0.83,0.17
105107,-0.08,2016,1876,1631,0.54,0.47
137929,0.32,2016,550,2956,0.16,0.84
137815,0.19,2016,914,2594,0.26,0.74
137243,0.47,2016,236,3272,0.07,0.93
137476,0.22,2016,825,2682,0.24,0.76
137171,0.42,2016,324,3184,0.09,0.91
138853,0.04,2016,1420,2086,0.41,0.59
105129,-0.81,2016,3008,498,0.86,0.14
105130,-2.72,2016,3462,45,0.99,0.01
127715,-2.17,2016,3393,114,0.97,0.03
105137,-1.69,2016,3262,245,0.93,0.07
135096,0.75,2016,28,3480,0.01,0.99
135981,-0.82,2016,3014,494,0.86,0.14
105267,-0.1,2016,1945,1562,0.55,0.45
135770,-0.13,2016,2033,1474,0.58,0.42
105257,-0.49,2016,2788,718,0.8,0.2
136135,-1.09,2016,3080,426,0.88,0.12
134646,-0.04,2016,1726,1782,0.49,0.51
105256,-0.35,2016,2582,926,0.74,0.26
105263,-0.16,2016,2130,1377,0.61,0.39
105261,-0.24,2016,2353,1154,0.67,0.33
105266,0.06,2016,1350,2156,0.39,0.61
105262,-0.13,2016,2033,1474,0.58,0.42
105259,-0.02,2016,1658,1849,0.47,0.53
140500,-0.48,2016,2776,730,0.79,0.21
105264,0.41,2016,345,3162,0.1,0.9
105253,-0.4,2016,2660,846,0.76,0.24
105252,-0.19,2016,2214,1292,0.63,0.37
131692,-2.55,2016,3442,66,0.98,0.02
105277,-1.29,2016,3113,394,0.89,0.11
105276,-0.57,2016,2877,630,0.82,0.18
105364,-0.7,2016,2956,552,0.84,0.16
105365,-0.01,2016,1619,1888,0.46,0.54
105363,-0.08,2016,1876,1631,0.54,0.47
105355,0.25,2016,746,2760,0.21,0.79
105354,0.28,2016,659,2848,0.19,0.81
134195,0.61,2016,88,3418,0.03,0.97
105358,0.14,2016,1072,2435,0.31,0.69
105360,-0.05,2016,1756,1750,0.5,0.5
105362,-0.02,2016,1658,1849,0.47,0.53
105367,-0.2,2016,2246,1260,0.64,0.36
105366,-0.03,2016,1694,1814,0.48,0.52
105357,-0.32,2016,2524,983,0.72,0.28
105361,-0.01,2016,1619,1888,0.46,0.54
105378,-1.46,2016,3166,342,0.9,0.1
105560,0.52,2016,168,3338,0.05,0.95
105581,-0.22,2016,2295,1212,0.65,0.35
140703,0.15,2016,1035,2472,0.3,0.71
138097,-0.87,2016,3027,480,0.86,0.14
139148,0.16,2016,1002,2506,0.29,0.71
136174,0.14,2016,1072,2435,0.31,0.69
136089,-0.56,2016,2868,640,0.82,0.18
137309,0.1,2016,1198,2308,0.34,0.66
141196,0.49,2016,202,3304,0.06,0.94
105574,-0.16,2016,2130,1377,0.61,0.39
134224,0.15,2016,1035,2472,0.3,0.71
136105,-0.08,2016,1876,1631,0.54,0.47
135905,-0.15,2016,2103,1404,0.6,0.4
141107,-2.2,2016,3400,106,0.97,0.03
135874,-0.31,2016,2504,1004,0.71,0.29
135875,-0.22,2016,2295,1212,0.65,0.35
141392,-0.48,2016,2776,730,0.79,0.21
105576,-0.13,2016,2033,1474,0.58,0.42
105556,0.31,2016,575,2932,0.16,0.84
105577,-0.39,2016,2645,862,0.75,0.25
139456,-0.33,2016,2542,964,0.73,0.27
131880,0.2,2016,882,2624,0.25,0.75
137801,0.16,2016,1002,2506,0.29,0.71
141264,0.26,2016,718,2790,0.2,0.8
135296,0.04,2016,1420,2086,0.41,0.59
105564,0.3,2016,602,2905,0.17,0.83
105604,-2.09,2016,3378,130,0.96,0.04
105614,-2.91,2016,3479,28,0.99,0.01
105623,-1.34,2016,3127,380,0.89,0.11
136432,-0.14,2016,2070,1437,0.59,0.41
137133,0.33,2016,524,2984,0.15,0.85
137294,-0.07,2016,1835,1672,0.52,0.48
105735,-0.72,2016,2969,538,0.85,0.15
140542,-2.51,2016,3436,71,0.98,0.02
137039,0.27,2016,688,2819,0.2,0.8
141248,-0.15,2016,2103,1404,0.6,0.4
136027,-1.21,2016,3105,402,0.89,0.11
136115,0.33,2016,524,2984,0.15,0.85
105738,-0.18,2016,2182,1325,0.62,0.38
105734,-0.53,2016,2830,676,0.81,0.19
105736,-0.04,2016,1726,1782,0.49,0.51
136148,-0.78,2016,2997,510,0.85,0.15
138697,-1.89,2016,3333,174,0.95,0.05
133368,-3.26,2016,3497,10,1.0,0.0
105844,-0.13,2016,2033,1474,0.58,0.42
105837,0.03,2016,1456,2052,0.42,0.59
140091,0.1,2016,1198,2308,0.34,0.66
131726,0.13,2016,1108,2399,0.32,0.68
135795,0.17,2016,968,2539,0.28,0.72
105839,-0.17,2016,2155,1352,0.61,0.39
105842,0.27,2016,688,2819,0.2,0.8
105840,-0.06,2016,1794,1713,0.51,0.49
135313,-0.38,2016,2630,877,0.75,0.25
105845,-0.31,2016,2504,1004,0.71,0.29
105834,-0.26,2016,2392,1116,0.68,0.32
140055,-0.02,2016,1658,1849,0.47,0.53
105861,-2.89,2016,3476,30,0.99,0.01
138418,-0.58,2016,2885,622,0.82,0.18
131512,0.0,2016,1574,1932,0.45,0.55
138698,0.42,2016,324,3184,0.09,0.91
105974,-0.43,2016,2714,794,0.77,0.23
105982,0.14,2016,1072,2435,0.31,0.69
133351,-0.22,2016,2295,1212,0.65,0.35
105976,-0.94,2016,3048,460,0.87,0.13
105977,-0.26,2016,2392,1116,0.68,0.32
135661,-0.11,2016,1973,1534,0.56,0.44
105989,-0.07,2016,1835,1672,0.52,0.48
105986,0.25,2016,746,2760,0.21,0.79
135071,-0.42,2016,2696,811,0.77,0.23
136987,-0.21,2016,2269,1238,0.65,0.35
105975,-0.37,2016,2614,893,0.75,0.25
106011,-2.73,2016,3464,43,0.99,0.01
138130,-1.6,2016,3220,288,0.92,0.08
106139,-0.14,2016,2070,1437,0.59,0.41
137843,0.5,2016,190,3318,0.05,0.95
106143,-0.26,2016,2392,1116,0.68,0.32
137923,0.29,2016,632,2876,0.18,0.82
106141,-0.15,2016,2103,1404,0.6,0.4
106138,0.12,2016,1138,2369,0.32,0.68
106133,0.2,2016,882,2624,0.25,0.75
137885,0.05,2016,1390,2118,0.4,0.6
106144,-0.59,2016,2892,614,0.82,0.18
106142,0.4,2016,366,3142,0.1,0.9
135262,0.3,2016,602,2905,0.17,0.83
106135,0.26,2016,718,2790,0.2,0.8
106136,-0.6,2016,2898,608,0.83,0.17
106172,-1.33,2016,3124,383,0.89,0.11
134064,-3.45,2016,3501,6,1.0,0.0
131889,-2.92,2016,3481,26,0.99,0.01
134283,0.17,2016,968,2539,0.28,0.72
139735,-0.54,2016,2844,664,0.81,0.19
106269,-0.37,2016,2614,893,0.75,0.25
136273,0.03,2016,1456,2052,0.42,0.59
139294,-0.31,2016,2504,1004,0.71,0.29
135122,-0.03,2016,1694,1814,0.48,0.52
135864,-0.13,2016,2033,1474,0.58,0.42
136593,0.05,2016,1390,2118,0.4,0.6
106268,-0.02,2016,1658,1849,0.47,0.53
106267,-0.12,2016,2000,1507,0.57,0.43
106266,-0.18,2016,2182,1325,0.62,0.38
135508,-0.52,2016,2818,690,0.8,0.2
106270,0.06,2016,1350,2156,0.39,0.61
106271,-0.09,2016,1912,1594,0.55,0.45
137020,0.21,2016,852,2654,0.24,0.76
106280,-1.81,2016,3310,197,0.94,0.06
138614,-0.08,2016,1876,1631,0.54,0.47
136458,0.38,2016,412,3094,0.12,0.88
137289,0.45,2016,268,3238,0.08,0.92
138123,0.08,2016,1271,2236,0.36,0.64
106376,0.54,2016,148,3360,0.04,0.96
138124,-0.14,2016,2070,1437,0.59,0.41
136965,-0.05,2016,1756,1750,0.5,0.5
138464,0.47,2016,236,3272,0.07,0.93
106365,-0.83,2016,3016,490,0.86,0.14
138134,0.34,2016,498,3008,0.14,0.86
106372,-0.7,2016,2956,552,0.84,0.16
136498,0.38,2016,412,3094,0.12,0.88
106375,0.15,2016,1035,2472,0.3,0.71
106368,0.28,2016,659,2848,0.19,0.81
106370,-0.28,2016,2434,1072,0.69,0.31
136297,0.12,2016,1138,2369,0.32,0.68
136378,-0.38,2016,2630,877,0.75,0.25
136377,0.15,2016,1035,2472,0.3,0.71
131885,-3.03,2016,3491,16,1.0,0.0
130943,-1.85,2016,3324,184,0.95,0.05
106167,-2.46,2016,3428,80,0.98,0.02
137210,-0.43,2016,2714,794,0.77,0.23
106523,-0.2,2016,2246,1260,0.64,0.36
138699,-0.23,2016,2328,1180,0.66,0.34
106521,-0.54,2016,2844,664,0.81,0.19
106534,-0.23,2016,2328,1180,0.66,0.34
137448,-0.06,2016,1794,1713,0.51,0.49
106525,0.03,2016,1456,2052,0.42,0.59
138110,0.22,2016,825,2682,0.24,0.76
106528,-0.23,2016,2328,1180,0.66,0.34
137783,-0.14,2016,2070,1437,0.59,0.41
141746,-0.2,2016,2246,1260,0.64,0.36
106540,0.15,2016,1035,2472,0.3,0.71
106535,0.02,2016,1493,2014,0.43,0.57
106538,0.12,2016,1138,2369,0.32,0.68
106537,0.19,2016,914,2594,0.26,0.74
106529,-0.06,2016,1794,1713,0.51,0.49
106531,0.37,2016,435,3072,0.12,0.88
106524,-0.46,2016,2754,752,0.79,0.21
106543,-1.54,2016,3190,316,0.91,0.09
135199,-1.59,2016,3215,292,0.92,0.08
131530,-1.34,2016,3127,380,0.89,0.11
131749,-0.56,2016,2868,640,0.82,0.18
135892,0.14,2016,1072,2435,0.31,0.69
106651,-0.27,2016,2410,1097,0.69,0.31
106656,-0.39,2016,2645,862,0.75,0.25
135896,-0.16,2016,2130,1377,0.61,0.39
136404,0.1,2016,1198,2308,0.34,0.66
140979,-0.41,2016,2677,830,0.76,0.24
136403,-0.9,2016,3039,468,0.87,0.13
139211,0.01,2016,1532,1975,0.44,0.56
106653,0.09,2016,1238,2269,0.35,0.65
141563,-0.94,2016,3048,460,0.87,0.13
138314,-0.17,2016,2155,1352,0.61,0.39
137066,-0.68,2016,2940,568,0.84,0.16
140177,-1.11,2016,3084,422,0.88,0.12
138116,-0.07,2016,1835,1672,0.52,0.48
137524,-0.06,2016,1794,1713,0.51,0.49
135942,-0.1,2016,1945,1562,0.55,0.45
137472,-0.12,2016,2000,1507,0.57,0.43
137842,-0.03,2016,1694,1814,0.48,0.52
136672,0.02,2016,1493,2014,0.43,0.57
137899,0.36,2016,459,3048,0.13,0.87
140865,-0.07,2016,1835,1672,0.52,0.48
141354,-1.15,2016,3096,411,0.88,0.12
135963,0.18,2016,940,2567,0.27,0.73
137603,-0.18,2016,2182,1325,0.62,0.38
136675,0.4,2016,366,3142,0.1,0.9
139301,-0.68,2016,2940,568,0.84,0.16
135007,-0.22,2016,2295,1212,0.65,0.35
136718,0.04,2016,1420,2086,0.41,0.59
136301,-0.14,2016,2070,1437,0.59,0.41
106947,-0.1,2016,1945,1562,0.55,0.45
141730,-0.39,2016,2645,862,0.75,0.25
136042,0.09,2016,1238,2269,0.35,0.65
140459,-0.14,2016,2070,1437,0.59,0.41
140553,0.24,2016,774,2734,0.22,0.78
138329,0.11,2016,1166,2342,0.33,0.67
106962,-0.19,2016,2214,1292,0.63,0.37
106959,0.06,2016,1350,2156,0.39,0.61
140254,0.16,2016,1002,2506,0.29,0.71
136331,0.01,2016,1532,1975,0.44,0.56
106954,-0.06,2016,1794,1713,0.51,0.49
140646,0.54,2016,148,3360,0.04,0.96
139992,0.5,2016,190,3318,0.05,0.95
106950,0.35,2016,480,3028,0.14,0.86
106967,-1.51,2016,3178,328,0.91,0.09
106969,-2.03,2016,3368,140,0.96,0.04
106970,-1.81,2016,3310,197,0.94,0.06
138337,0.01,2016,1532,1975,0.44,0.56
107146,-0.22,2016,2295,1212,0.65,0.35
139101,-0.18,2016,2182,1325,0.62,0.38
138414,-0.58,2016,2885,622,0.82,0.18
140809,-0.19,2016,2214,1292,0.63,0.37
138925,-0.17,2016,2155,1352,0.61,0.39
139334,0.02,2016,1493,2014,0.43,0.57
140547,0.05,2016,1390,2118,0.4,0.6
141495,0.53,2016,158,3349,0.05,0.96
107139,-0.02,2016,1658,1849,0.47,0.53
139856,0.39,2016,388,3118,0.11,0.89
138841,0.48,2016,217,3290,0.06,0.94
107140,-0.03,2016,1694,1814,0.48,0.52
138545,0.03,2016,1456,2052,0.42,0.59
140821,0.33,2016,524,2984,0.15,0.85
138361,0.31,2016,575,2932,0.16,0.84
140415,0.3,2016,602,2905,0.17,0.83
135934,0.33,2016,524,2984,0.15,0.85
131895,0.93,2016,9,3498,0.0,1.0
131896,-0.27,2016,2410,1097,0.69,0.31
139167,0.48,2016,217,3290,0.06,0.94
107143,-0.36,2016,2597,910,0.74,0.26
138069,0.48,2016,217,3290,0.06,0.94
139695,-0.73,2016,2974,532,0.85,0.15
107135,-0.22,2016,2295,1212,0.65,0.35
137400,-0.34,2016,2562,945,0.73,0.27
107169,-2.06,2016,3372,134,0.96,0.04
126705,-2.13,2016,3384,122,0.97,0.03
126712,-1.95,2016,3352,155,0.96,0.04
135287,-1.52,2016,3182,325,0.91,0.09
107178,-1.46,2016,3166,342,0.9,0.1
135865,-0.45,2016,2744,762,0.78,0.22
139975,-0.02,2016,1658,1849,0.47,0.53
142031,-0.18,2016,2182,1325,0.62,0.38
138087,0.37,2016,435,3072,0.12,0.88
107439,0.13,2016,1108,2399,0.32,0.68
135367,-0.18,2016,2182,1325,0.62,0.38
140204,0.04,2016,1420,2086,0.41,0.59
138566,-2.09,2016,3378,130,0.96,0.04
107350,-0.36,2016,2597,910,0.74,0.26
107413,0.24,2016,774,2734,0.22,0.78
135866,-0.2,2016,2246,1260,0.64,0.36
130909,0.09,2016,1238,2269,0.35,0.65
137277,0.47,2016,236,3272,0.07,0.93
136962,0.64,2016,75,3432,0.02,0.98
139982,-0.63,2016,2920,586,0.83,0.17
107440,-0.87,2016,3027,480,0.86,0.14
107428,-0.08,2016,1876,1631,0.54,0.47
136905,0.3,2016,602,2905,0.17,0.83
132219,0.47,2016,236,3272,0.07,0.93
107443,-0.33,2016,2542,964,0.73,0.27
107441,-0.44,2016,2732,776,0.78,0.22
139995,-0.19,2016,2214,1292,0.63,0.37
132217,-0.1,2016,1945,1562,0.55,0.45
107391,-0.24,2016,2353,1154,0.67,0.33
140569,0.06,2016,1350,2156,0.39,0.61
137576,-0.18,2016,2182,1325,0.62,0.38
107442,-0.62,2016,2911,596,0.83,0.17
107395,-0.01,2016,1619,1888,0.46,0.54
107366,-0.7,2016,2956,552,0.84,0.16
136198,-0.01,2016,1619,1888,0.46,0.54
138099,-0.08,2016,1876,1631,0.54,0.47
136604,-0.06,2016,1794,1713,0.51,0.49
137521,-0.1,2016,1945,1562,0.55,0.45
107562,0.35,2016,480,3028,0.14,0.86
139182,0.14,2016,1072,2435,0.31,0.69
140326,0.11,2016,1166,2342,0.33,0.67
137036,-0.42,2016,2696,811,0.77,0.23
136788,-0.04,2016,1726,1782,0.49,0.51
107561,-1.13,2016,3090,418,0.88,0.12
137444,0.04,2016,1420,2086,0.41,0.59
141307,0.03,2016,1456,2052,0.42,0.59
107563,0.04,2016,1420,2086,0.41,0.59
107564,0.2,2016,882,2624,0.25,0.75
136094,0.31,2016,575,2932,0.16,0.84
107782,0.06,2016,1350,2156,0.39,0.61
107758,-0.43,2016,2714,794,0.77,0.23
137424,0.48,2016,217,3290,0.06,0.94
137487,-0.19,2016,2214,1292,0.63,0.37
138111,0.34,2016,498,3008,0.14,0.86
137399,-0.25,2016,2374,1133,0.68,0.32
140660,-0.52,2016,2818,690,0.8,0.2
136283,0.26,2016,718,2790,0.2,0.8
107769,0.03,2016,1456,2052,0.42,0.59
107763,0.0,2016,1574,1932,0.45,0.55
138706,0.06,2016,1350,2156,0.39,0.61
139076,-0.22,2016,2295,1212,0.65,0.35
136674,-0.41,2016,2677,830,0.76,0.24
137500,0.06,2016,1350,2156,0.39,0.61
107756,0.15,2016,1035,2472,0.3,0.71
107761,-0.51,2016,2807,700,0.8,0.2
136502,0.27,2016,688,2819,0.2,0.8
107755,-0.41,2016,2677,830,0.76,0.24
141470,-0.5,2016,2799,708,0.8,0.2
137869,-0.07,2016,1835,1672,0.52,0.48
137352,0.17,2016,968,2539,0.28,0.72
107778,-0.02,2016,1658,1849,0.47,0.53
138959,-0.25,2016,2374,1133,0.68,0.32
107767,0.11,2016,1166,2342,0.33,0.67
107775,-0.22,2016,2295,1212,0.65,0.35
107780,-0.01,2016,1619,1888,0.46,0.54
107797,-1.55,2016,3195,312,0.91,0.09
107801,-1.6,2016,3220,288,0.92,0.08
107804,-3.0,2016,3488,20,0.99,0.01
107799,-1.67,2016,3250,257,0.93,0.07
137083,0.05,2016,1390,2118,0.4,0.6
108058,-0.37,2016,2614,893,0.75,0.25
108057,0.47,2016,236,3272,0.07,0.93
108083,-0.07,2016,1835,1672,0.52,0.48
108091,-0.14,2016,2070,1437,0.59,0.41
108090,0.02,2016,1493,2014,0.43,0.57
142056,0.07,2016,1306,2201,0.37,0.63
108095,-0.15,2016,2103,1404,0.6,0.4
108059,0.13,2016,1108,2399,0.32,0.68
108065,0.38,2016,412,3094,0.12,0.88
137065,-0.07,2016,1835,1672,0.52,0.48
108096,-0.22,2016,2295,1212,0.65,0.35
138304,-0.01,2016,1619,1888,0.46,0.54
131898,-0.77,2016,2994,513,0.85,0.15
137577,0.56,2016,128,3380,0.04,0.96
136343,0.26,2016,718,2790,0.2,0.8
108085,0.05,2016,1390,2118,0.4,0.6
137775,0.06,2016,1350,2156,0.39,0.61
139282,-0.13,2016,2033,1474,0.58,0.42
108055,-0.44,2016,2732,776,0.78,0.22
135771,-1.57,2016,3205,302,0.91,0.09
136826,-0.74,2016,2981,526,0.85,0.15
135935,-0.37,2016,2614,893,0.75,0.25
136392,0.41,2016,345,3162,0.1,0.9
108097,-0.24,2016,2353,1154,0.67,0.33
137704,0.22,2016,825,2682,0.24,0.76
108087,-0.27,2016,2410,1097,0.69,0.31
108079,-0.29,2016,2462,1046,0.7,0.3
108075,0.12,2016,1138,2369,0.32,0.68
138336,0.54,2016,148,3360,0.04,0.96
108076,0.09,2016,1238,2269,0.35,0.65
108081,-0.18,2016,2182,1325,0.62,0.38
139351,0.11,2016,1166,2342,0.33,0.67
