URN,P8MEA,Year,RankASC,RankDESC,PercentileASC,PercentileDESC
135969,-0.69,2016,2948,559,0.84,0.16
139054,-0.72,2016,2969,538,0.85,0.15
108064,-0.08,2016,1876,1631,0.54,0.47
108088,-0.38,2016,2630,877,0.75,0.25
137383,0.37,2016,435,3072,0.12,0.88
108129,-2.89,2016,3476,30,0.99,0.01
108119,-1.68,2016,3256,251,0.93,0.07
134885,-1.9,2016,3338,170,0.95,0.05
134884,-1.44,2016,3159,348,0.9,0.1
136613,0.36,2016,459,3048,0.13,0.87
139501,-0.09,2016,1912,1594,0.55,0.45
136633,0.52,2016,168,3338,0.05,0.95
137764,0.09,2016,1238,2269,0.35,0.65
137001,-0.06,2016,1794,1713,0.51,0.49
138006,0.29,2016,632,2876,0.18,0.82
138593,0.17,2016,968,2539,0.28,0.72
137655,-0.07,2016,1835,1672,0.52,0.48
139335,-0.14,2016,2070,1437,0.59,0.41
138707,0.01,2016,1532,1975,0.44,0.56
108271,-0.07,2016,1835,1672,0.52,0.48
139500,0.13,2016,1108,2399,0.32,0.68
137011,0.13,2016,1108,2399,0.32,0.68
136462,-0.2,2016,2246,1260,0.64,0.36
135961,0.29,2016,632,2876,0.18,0.82
138950,0.33,2016,524,2984,0.15,0.85
138951,0.07,2016,1306,2201,0.37,0.63
136394,-0.01,2016,1619,1888,0.46,0.54
131526,-2.49,2016,3432,75,0.98,0.02
108311,-1.68,2016,3256,251,0.93,0.07
137852,0.23,2016,798,2709,0.23,0.77
108420,0.52,2016,168,3338,0.05,0.95
108407,-0.55,2016,2856,652,0.81,0.19
137898,-0.31,2016,2504,1004,0.71,0.29
108410,-0.32,2016,2524,983,0.72,0.28
137942,-0.21,2016,2269,1238,0.65,0.35
137851,0.04,2016,1420,2086,0.41,0.59
140035,-0.61,2016,2904,604,0.83,0.17
141185,-0.19,2016,2214,1292,0.63,0.37
137360,0.08,2016,1271,2236,0.36,0.64
138652,-2.35,2016,3423,84,0.98,0.02
108426,-2.66,2016,3456,50,0.99,0.01
130942,-2.12,2016,3383,124,0.96,0.04
108526,-0.1,2016,1945,1562,0.55,0.45
140976,-0.8,2016,3004,504,0.86,0.14
135423,0.42,2016,324,3184,0.09,0.91
136352,0.41,2016,345,3162,0.1,0.9
108531,-0.24,2016,2353,1154,0.67,0.33
138120,-0.39,2016,2645,862,0.75,0.25
130552,-1.65,2016,3242,265,0.92,0.08
137708,0.34,2016,498,3008,0.14,0.86
137900,0.46,2016,254,3253,0.07,0.93
140081,0.43,2016,302,3206,0.09,0.91
140965,-0.56,2016,2868,640,0.82,0.18
108524,-0.69,2016,2948,559,0.84,0.16
108525,-0.14,2016,2070,1437,0.59,0.41
133779,-3.75,2016,3506,1,1.0,0.0
141865,-2.64,2016,3455,52,0.99,0.01
108640,-0.39,2016,2645,862,0.75,0.25
108641,0.46,2016,254,3253,0.07,0.93
108639,-0.27,2016,2410,1097,0.69,0.31
108644,-0.01,2016,1619,1888,0.46,0.54
139658,0.21,2016,852,2654,0.24,0.76
108645,-0.23,2016,2328,1180,0.66,0.34
108627,0.31,2016,575,2932,0.16,0.84
108642,-0.02,2016,1658,1849,0.47,0.53
108628,0.03,2016,1456,2052,0.42,0.59
137734,0.01,2016,1532,1975,0.44,0.56
108647,-0.5,2016,2799,708,0.8,0.2
108638,0.22,2016,825,2682,0.24,0.76
133432,-2.77,2016,3468,38,0.99,0.01
108653,-1.79,2016,3304,203,0.94,0.06
108730,-0.51,2016,2807,700,0.8,0.2
108726,0.02,2016,1493,2014,0.43,0.57
108731,0.06,2016,1350,2156,0.39,0.61
133725,-0.34,2016,2562,945,0.73,0.27
108727,-0.24,2016,2353,1154,0.67,0.33
139878,-0.15,2016,2103,1404,0.6,0.4
108736,0.21,2016,852,2654,0.24,0.76
131756,-0.56,2016,2868,640,0.82,0.18
136386,0.37,2016,435,3072,0.12,0.88
108738,-1.32,2016,3120,386,0.89,0.11
108741,-2.14,2016,3387,120,0.97,0.03
134813,-2.69,2016,3460,48,0.99,0.01
135622,-0.76,2016,2992,516,0.85,0.15
139839,-0.06,2016,1794,1713,0.51,0.49
135818,0.1,2016,1198,2308,0.34,0.66
139852,-0.32,2016,2524,983,0.72,0.28
138567,-0.41,2016,2677,830,0.76,0.24
108862,-0.54,2016,2844,664,0.81,0.19
137262,-0.03,2016,1694,1814,0.48,0.52
140461,0.27,2016,688,2819,0.2,0.8
138923,-0.01,2016,1619,1888,0.46,0.54
135878,-0.8,2016,3004,504,0.86,0.14
139538,0.0,2016,1574,1932,0.45,0.55
138054,0.05,2016,1390,2118,0.4,0.6
108870,-0.04,2016,1726,1782,0.49,0.51
141986,-0.5,2016,2799,708,0.8,0.2
138103,-0.14,2016,2070,1437,0.59,0.41
108860,0.28,2016,659,2848,0.19,0.81
139184,-0.46,2016,2754,752,0.79,0.21
108865,-0.06,2016,1794,1713,0.51,0.49
138530,-1.78,2016,3300,208,0.94,0.06
142331,-2.47,2016,3430,78,0.98,0.02
133554,0.0,2016,1574,1932,0.45,0.55
138394,-0.71,2016,2962,544,0.84,0.16
140944,-0.45,2016,2744,762,0.78,0.22
136520,0.19,2016,914,2594,0.26,0.74
138985,-0.44,2016,2732,776,0.78,0.22
109306,-0.27,2016,2410,1097,0.69,0.31
136966,0.21,2016,852,2654,0.24,0.76
136335,0.55,2016,136,3370,0.04,0.96
136483,0.02,2016,1493,2014,0.43,0.57
138522,0.02,2016,1493,2014,0.43,0.57
109329,0.01,2016,1532,1975,0.44,0.56
109328,-0.44,2016,2732,776,0.78,0.22
136311,0.4,2016,366,3142,0.1,0.9
137523,0.3,2016,602,2905,0.17,0.83
137548,-0.56,2016,2868,640,0.82,0.18
137493,-1.14,2016,3093,414,0.88,0.12
140079,-1.85,2016,3324,184,0.95,0.05
109278,-0.6,2016,2898,608,0.83,0.17
138204,-0.18,2016,2182,1325,0.62,0.38
139049,-0.62,2016,2911,596,0.83,0.17
135300,0.07,2016,1306,2201,0.37,0.63
135575,0.25,2016,746,2760,0.21,0.79
136822,-0.28,2016,2434,1072,0.69,0.31
135959,0.36,2016,459,3048,0.13,0.87
134221,-0.19,2016,2214,1292,0.63,0.37
135581,0.33,2016,524,2984,0.15,0.85
137440,-0.15,2016,2103,1404,0.6,0.4
141705,-0.07,2016,1835,1672,0.52,0.48
138217,-0.39,2016,2645,862,0.75,0.25
135597,-0.89,2016,3035,472,0.87,0.13
135671,-0.19,2016,2214,1292,0.63,0.37
141652,-0.36,2016,2597,910,0.74,0.26
135663,0.11,2016,1166,2342,0.33,0.67
138448,-0.32,2016,2524,983,0.72,0.28
138855,0.26,2016,718,2790,0.2,0.8
137627,0.03,2016,1456,2052,0.42,0.59
109331,-0.25,2016,2374,1133,0.68,0.32
109327,0.04,2016,1420,2086,0.41,0.59
132239,-2.17,2016,3393,114,0.97,0.03
109386,-1.02,2016,3064,443,0.87,0.13
109392,-2.3,2016,3412,96,0.97,0.03
109394,-2.5,2016,3434,73,0.98,0.02
136722,0.01,2016,1532,1975,0.44,0.56
137840,-0.28,2016,2434,1072,0.69,0.31
137000,0.0,2016,1574,1932,0.45,0.55
137884,0.07,2016,1306,2201,0.37,0.63
136856,0.29,2016,632,2876,0.18,0.82
136708,-0.27,2016,2410,1097,0.69,0.31
138466,-0.49,2016,2788,718,0.8,0.2
137300,0.07,2016,1306,2201,0.37,0.63
109317,-0.19,2016,2214,1292,0.63,0.37
109313,-0.46,2016,2754,752,0.79,0.21
109407,-1.53,2016,3186,321,0.91,0.09
109406,-1.36,2016,3134,372,0.89,0.11
139067,-0.1,2016,1945,1562,0.55,0.45
137753,0.25,2016,746,2760,0.21,0.79
109319,-0.24,2016,2353,1154,0.67,0.33
139669,-0.28,2016,2434,1072,0.69,0.31
139348,-0.02,2016,1658,1849,0.47,0.53
109324,-0.15,2016,2103,1404,0.6,0.4
139345,-0.39,2016,2645,862,0.75,0.25
109322,-0.39,2016,2645,862,0.75,0.25
141042,-0.73,2016,2974,532,0.85,0.15
135295,0.08,2016,1271,2236,0.36,0.64
137106,-0.39,2016,2645,862,0.75,0.25
142008,-0.16,2016,2130,1377,0.61,0.39
141341,-0.42,2016,2696,811,0.77,0.23
140288,-0.07,2016,1835,1672,0.52,0.48
135944,-0.07,2016,1835,1672,0.52,0.48
135943,-0.3,2016,2484,1022,0.71,0.29
141665,-0.59,2016,2892,614,0.82,0.18
131808,-2.02,2016,3364,143,0.96,0.04
135827,-1.02,2016,3064,443,0.87,0.13
139405,0.03,2016,1456,2052,0.42,0.59
140867,-0.22,2016,2295,1212,0.65,0.35
111748,-0.34,2016,2562,945,0.73,0.27
141686,-0.52,2016,2818,690,0.8,0.2
133293,-0.48,2016,2776,730,0.79,0.21
139976,-2.35,2016,3423,84,0.98,0.02
111751,0.61,2016,88,3418,0.03,0.97
134223,-0.08,2016,1876,1631,0.54,0.47
130908,0.04,2016,1420,2086,0.41,0.59
130570,-2.95,2016,3484,22,0.99,0.01
139823,0.63,2016,79,3428,0.02,0.98
138711,-0.23,2016,2328,1180,0.66,0.34
135606,-0.48,2016,2776,730,0.79,0.21
133768,-0.8,2016,3004,504,0.86,0.14
111773,-2.23,2016,3404,102,0.97,0.03
111774,-2.61,2016,3450,57,0.98,0.02
136139,-0.15,2016,2103,1404,0.6,0.4
141013,-0.92,2016,3043,464,0.87,0.13
111726,-0.12,2016,2000,1507,0.57,0.43
111724,-0.22,2016,2295,1212,0.65,0.35
138845,-0.19,2016,2214,1292,0.63,0.37
141399,0.27,2016,688,2819,0.2,0.8
139028,-0.22,2016,2295,1212,0.65,0.35
111742,-0.36,2016,2597,910,0.74,0.26
142273,-0.18,2016,2182,1325,0.62,0.38
140751,-0.54,2016,2844,664,0.81,0.19
128190,-1.89,2016,3333,174,0.95,0.05
139606,0.05,2016,1390,2118,0.4,0.6
111733,-0.4,2016,2660,846,0.76,0.24
139318,-0.05,2016,1756,1750,0.5,0.5
111727,0.09,2016,1238,2269,0.35,0.65
139673,-0.09,2016,1912,1594,0.55,0.45
141369,0.15,2016,1035,2472,0.3,0.71
136146,-0.7,2016,2956,552,0.84,0.16
111731,-0.13,2016,2033,1474,0.58,0.42
141370,0.69,2016,46,3462,0.01,0.99
139656,-0.27,2016,2410,1097,0.69,0.31
142281,-0.68,2016,2940,568,0.84,0.16
136121,-1.08,2016,3079,428,0.88,0.12
139974,-1.91,2016,3342,165,0.95,0.05
141385,-1.94,2016,3348,158,0.95,0.05
118108,0.08,2016,1271,2236,0.36,0.64
135598,-0.18,2016,2182,1325,0.62,0.38
130579,-0.92,2016,3043,464,0.87,0.13
138082,0.06,2016,1350,2156,0.39,0.61
118103,0.26,2016,718,2790,0.2,0.8
139118,-0.12,2016,2000,1507,0.57,0.43
142150,0.21,2016,852,2654,0.24,0.76
118070,-0.3,2016,2484,1022,0.71,0.29
118117,0.59,2016,102,3404,0.03,0.97
138246,0.18,2016,940,2567,0.27,0.73
135945,0.09,2016,1238,2269,0.35,0.65
139629,-0.16,2016,2130,1377,0.61,0.39
118138,-1.63,2016,3236,272,0.92,0.08
118140,-0.04,2016,1726,1782,0.49,0.51
136995,-0.01,2016,1619,1888,0.46,0.54
118072,0.2,2016,882,2624,0.25,0.75
118111,0.79,2016,20,3488,0.01,0.99
136921,0.12,2016,1138,2369,0.32,0.68
118078,-0.18,2016,2182,1325,0.62,0.38
137316,-0.16,2016,2130,1377,0.61,0.39
118085,-0.17,2016,2155,1352,0.61,0.39
137306,0.27,2016,688,2819,0.2,0.8
118082,0.3,2016,602,2905,0.17,0.83
118084,-0.33,2016,2542,964,0.73,0.27
118073,-0.08,2016,1876,1631,0.54,0.47
118076,-0.41,2016,2677,830,0.76,0.24
140866,0.01,2016,1532,1975,0.44,0.56
118080,-0.12,2016,2000,1507,0.57,0.43
136667,0.59,2016,102,3404,0.03,0.97
118075,0.23,2016,798,2709,0.23,0.77
118081,0.21,2016,852,2654,0.24,0.76
118083,0.24,2016,774,2734,0.22,0.78
118148,-1.85,2016,3324,184,0.95,0.05
136192,0.0,2016,1574,1932,0.45,0.55
130585,0.24,2016,774,2734,0.22,0.78
135294,0.05,2016,1390,2118,0.4,0.6
136277,0.35,2016,480,3028,0.14,0.86
139649,0.05,2016,1390,2118,0.4,0.6
137200,0.36,2016,459,3048,0.13,0.87
137464,0.06,2016,1350,2156,0.39,0.61
135176,-0.4,2016,2660,846,0.76,0.24
135209,-0.2,2016,2246,1260,0.64,0.36
137196,-0.96,2016,3052,455,0.87,0.13
136268,0.1,2016,1198,2308,0.34,0.66
137363,-1.61,2016,3224,282,0.92,0.08
137759,0.42,2016,324,3184,0.09,0.91
118109,0.39,2016,388,3118,0.11,0.89
118097,0.16,2016,1002,2506,0.29,0.71
137832,-0.13,2016,2033,1474,0.58,0.42
139059,-0.21,2016,2269,1238,0.65,0.35
139277,0.1,2016,1198,2308,0.34,0.66
137004,0.27,2016,688,2819,0.2,0.8
138018,-0.04,2016,1726,1782,0.49,0.51
135674,0.15,2016,1035,2472,0.3,0.71
118112,-0.02,2016,1658,1849,0.47,0.53
137742,0.24,2016,774,2734,0.22,0.78
137453,0.25,2016,746,2760,0.21,0.79
138831,-0.33,2016,2542,964,0.73,0.27
118146,-1.35,2016,3132,376,0.89,0.11
121708,-0.27,2016,2410,1097,0.69,0.31
121670,-0.01,2016,1619,1888,0.46,0.54
121699,-0.12,2016,2000,1507,0.57,0.43
121701,-0.04,2016,1726,1782,0.49,0.51
121667,-0.07,2016,1835,1672,0.52,0.48
121664,-0.28,2016,2434,1072,0.69,0.31
142061,-0.46,2016,2754,752,0.79,0.21
121716,0.09,2016,1238,2269,0.35,0.65
121674,-0.24,2016,2353,1154,0.67,0.33
121675,-0.57,2016,2877,630,0.82,0.18
136497,0.65,2016,68,3438,0.02,0.98
138190,-0.09,2016,1912,1594,0.55,0.45
121718,-0.2,2016,2246,1260,0.64,0.36
121687,-0.01,2016,1619,1888,0.46,0.54
121671,0.08,2016,1271,2236,0.36,0.64
121681,0.15,2016,1035,2472,0.3,0.71
121700,0.35,2016,480,3028,0.14,0.86
121678,-0.13,2016,2033,1474,0.58,0.42
136728,-0.03,2016,1694,1814,0.48,0.52
137412,0.51,2016,179,3328,0.05,0.95
121680,-0.03,2016,1694,1814,0.48,0.52
121694,0.47,2016,236,3272,0.07,0.93
121663,-0.29,2016,2462,1046,0.7,0.3
136896,0.14,2016,1072,2435,0.31,0.69
121665,0.42,2016,324,3184,0.09,0.91
137139,0.47,2016,236,3272,0.07,0.93
121714,0.09,2016,1238,2269,0.35,0.65
121715,0.63,2016,79,3428,0.02,0.98
121717,0.1,2016,1198,2308,0.34,0.66
121677,0.15,2016,1035,2472,0.3,0.71
121702,-0.17,2016,2155,1352,0.61,0.39
121689,0.55,2016,136,3370,0.04,0.96
121695,0.21,2016,852,2654,0.24,0.76
141179,-0.25,2016,2374,1133,0.68,0.32
136664,0.46,2016,254,3253,0.07,0.93
136736,0.22,2016,825,2682,0.24,0.76
141930,0.03,2016,1456,2052,0.42,0.59
121693,0.08,2016,1271,2236,0.36,0.64
121666,-0.08,2016,1876,1631,0.54,0.47
121690,0.5,2016,190,3318,0.05,0.95
121679,0.25,2016,746,2760,0.21,0.79
121764,-2.1,2016,3380,126,0.96,0.04
121775,-1.59,2016,3215,292,0.92,0.08
121779,-1.65,2016,3242,265,0.92,0.08
121720,0.18,2016,940,2567,0.27,0.73
136617,0.19,2016,914,2594,0.26,0.74
121662,-0.32,2016,2524,983,0.72,0.28
121684,0.2,2016,882,2624,0.25,0.75
121673,0.29,2016,632,2876,0.18,0.82
121711,-0.03,2016,1694,1814,0.48,0.52
136544,0.13,2016,1108,2399,0.32,0.68
121706,0.23,2016,798,2709,0.23,0.77
133946,-0.53,2016,2830,676,0.81,0.19
134727,-1.72,2016,3273,234,0.93,0.07
109707,0.33,2016,524,2984,0.15,0.85
142310,0.24,2016,774,2734,0.22,0.78
135337,-0.05,2016,1756,1750,0.5,0.5
136651,0.58,2016,112,3394,0.03,0.97
109682,0.08,2016,1271,2236,0.36,0.64
136319,0.51,2016,179,3328,0.05,0.95
137679,0.0,2016,1574,1932,0.45,0.55
109709,-0.29,2016,2462,1046,0.7,0.3
109686,-0.31,2016,2504,1004,0.71,0.29
109685,-0.14,2016,2070,1437,0.59,0.41
135338,-0.3,2016,2484,1022,0.71,0.29
109713,-0.33,2016,2542,964,0.73,0.27
139237,-2.09,2016,3378,130,0.96,0.04
136085,0.41,2016,345,3162,0.1,0.9
138228,0.32,2016,550,2956,0.16,0.84
109690,-0.01,2016,1619,1888,0.46,0.54
109665,-0.36,2016,2597,910,0.74,0.26
139160,0.14,2016,1072,2435,0.31,0.69
139517,0.52,2016,168,3338,0.05,0.95
136470,0.33,2016,524,2984,0.15,0.85
137522,-0.07,2016,1835,1672,0.52,0.48
139374,-1.57,2016,3205,302,0.91,0.09
135946,-0.4,2016,2660,846,0.76,0.24
137462,0.06,2016,1350,2156,0.39,0.61
138199,-1.06,2016,3074,432,0.88,0.12
137941,-0.08,2016,1876,1631,0.54,0.47
138569,-0.85,2016,3023,484,0.86,0.14
109705,-0.06,2016,1794,1713,0.51,0.49
138571,-0.22,2016,2295,1212,0.65,0.35
136559,0.1,2016,1198,2308,0.34,0.66
137948,-0.18,2016,2182,1325,0.62,0.38
109669,0.49,2016,202,3304,0.06,0.94
137886,0.04,2016,1420,2086,0.41,0.59
137169,0.06,2016,1350,2156,0.39,0.61
140286,-2.5,2016,3434,73,0.98,0.02
137343,0.27,2016,688,2819,0.2,0.8
136884,0.29,2016,632,2876,0.18,0.82
136846,0.42,2016,324,3184,0.09,0.91
135879,-0.63,2016,2920,586,0.83,0.17
140893,0.56,2016,128,3380,0.04,0.96
139367,-0.15,2016,2103,1404,0.6,0.4
140678,-0.18,2016,2182,1325,0.62,0.38
110484,-0.06,2016,1794,1713,0.51,0.49
139434,-0.99,2016,3058,450,0.87,0.13
137564,0.17,2016,968,2539,0.28,0.72
137215,0.18,2016,940,2567,0.27,0.73
137091,0.48,2016,217,3290,0.06,0.94
137280,-0.11,2016,1973,1534,0.56,0.44
110533,0.03,2016,1456,2052,0.42,0.59
110500,-0.24,2016,2353,1154,0.67,0.33
136419,0.68,2016,50,3457,0.01,0.99
137219,0.58,2016,112,3394,0.03,0.97
137864,-1.07,2016,3077,430,0.88,0.12
110488,-0.25,2016,2374,1133,0.68,0.32
136964,0.03,2016,1456,2052,0.42,0.59
136858,-0.28,2016,2434,1072,0.69,0.31
138058,-0.02,2016,1658,1849,0.47,0.53
137261,0.01,2016,1532,1975,0.44,0.56
136771,0.17,2016,968,2539,0.28,0.72
110497,-0.54,2016,2844,664,0.81,0.19
110490,-0.15,2016,2103,1404,0.6,0.4
137372,-0.45,2016,2744,762,0.78,0.22
136484,0.38,2016,412,3094,0.12,0.88
137344,0.37,2016,435,3072,0.12,0.88
110516,-0.07,2016,1835,1672,0.52,0.48
136845,0.37,2016,435,3072,0.12,0.88
136781,0.44,2016,283,3224,0.08,0.92
137256,-0.25,2016,2374,1133,0.68,0.32
137355,0.18,2016,940,2567,0.27,0.73
136723,0.46,2016,254,3253,0.07,0.93
137934,-1.75,2016,3284,223,0.94,0.06
110577,-2.43,2016,3425,82,0.98,0.02
110585,-1.25,2016,3109,398,0.89,0.11
110576,-1.84,2016,3319,188,0.95,0.05
110579,-1.54,2016,3190,316,0.91,0.09
136468,0.2,2016,882,2624,0.25,0.75
136844,-0.01,2016,1619,1888,0.46,0.54
110531,-0.56,2016,2868,640,0.82,0.18
135665,-0.05,2016,1756,1750,0.5,0.5
136454,0.12,2016,1138,2369,0.32,0.68
137052,0.14,2016,1072,2435,0.31,0.69
110532,-0.34,2016,2562,945,0.73,0.27
110517,0.15,2016,1035,2472,0.3,0.71
136730,0.14,2016,1072,2435,0.31,0.69
138439,-0.48,2016,2776,730,0.79,0.21
110526,-0.71,2016,2962,544,0.84,0.16
136842,0.14,2016,1072,2435,0.31,0.69
110587,-1.46,2016,3166,342,0.9,0.1
138253,-1.19,2016,3101,406,0.88,0.12
110584,-1.76,2016,3286,220,0.94,0.06
110575,-1.48,2016,3172,334,0.9,0.1
112939,-0.41,2016,2677,830,0.76,0.24
112931,-0.26,2016,2392,1116,0.68,0.32
112968,0.05,2016,1390,2118,0.4,0.6
112989,-0.19,2016,2214,1292,0.63,0.37
138836,-0.32,2016,2524,983,0.72,0.28
136548,-0.23,2016,2328,1180,0.66,0.34
112970,-0.19,2016,2214,1292,0.63,0.37
112932,0.08,2016,1271,2236,0.36,0.64
112969,0.14,2016,1072,2435,0.31,0.69
136505,0.17,2016,968,2539,0.28,0.72
112943,-0.36,2016,2597,910,0.74,0.26
112941,-0.68,2016,2940,568,0.84,0.16
112994,-0.11,2016,1973,1534,0.56,0.44
112957,-0.23,2016,2328,1180,0.66,0.34
112940,-0.49,2016,2788,718,0.8,0.2
112959,0.01,2016,1532,1975,0.44,0.56
137606,-0.22,2016,2295,1212,0.65,0.35
112964,-0.65,2016,2926,580,0.83,0.17
112950,-0.01,2016,1619,1888,0.46,0.54
137350,-0.43,2016,2714,794,0.77,0.23
112948,-0.05,2016,1756,1750,0.5,0.5
136591,-0.58,2016,2885,622,0.82,0.18
136485,-0.58,2016,2885,622,0.82,0.18
112996,0.02,2016,1493,2014,0.43,0.57
136716,-0.48,2016,2776,730,0.79,0.21
137902,0.02,2016,1493,2014,0.43,0.57
112936,0.07,2016,1306,2201,0.37,0.63
137109,-0.55,2016,2856,652,0.81,0.19
141377,-0.21,2016,2269,1238,0.65,0.35
112961,0.1,2016,1198,2308,0.34,0.66
112995,-0.73,2016,2974,532,0.85,0.15
136972,-0.19,2016,2214,1292,0.63,0.37
141259,-0.54,2016,2844,664,0.81,0.19
137908,-0.29,2016,2462,1046,0.7,0.3
138470,0.37,2016,435,3072,0.12,0.88
142042,-0.15,2016,2103,1404,0.6,0.4
112971,-0.19,2016,2214,1292,0.63,0.37
136127,-0.1,2016,1945,1562,0.55,0.45
112966,-0.16,2016,2130,1377,0.61,0.39
112930,-0.52,2016,2818,690,0.8,0.2
112949,-0.55,2016,2856,652,0.81,0.19
112933,-0.38,2016,2630,877,0.75,0.25
112958,-0.34,2016,2562,945,0.73,0.27
112938,-0.78,2016,2997,510,0.85,0.15
112935,-0.07,2016,1835,1672,0.52,0.48
113031,-1.98,2016,3358,149,0.96,0.04
113036,-1.57,2016,3205,302,0.91,0.09
113033,-2.2,2016,3400,106,0.97,0.03
112951,-0.84,2016,3020,488,0.86,0.14
136360,0.23,2016,798,2709,0.23,0.77
139564,-0.79,2016,3000,506,0.86,0.14
134724,-0.49,2016,2788,718,0.8,0.2
112952,-0.36,2016,2597,910,0.74,0.26
135120,-0.06,2016,1794,1713,0.51,0.49
137420,-0.11,2016,1973,1534,0.56,0.44
112956,0.17,2016,968,2539,0.28,0.72
139051,-0.23,2016,2328,1180,0.66,0.34
112991,-0.31,2016,2504,1004,0.71,0.29
112992,-0.43,2016,2714,794,0.77,0.23
138622,-0.07,2016,1835,1672,0.52,0.48
136634,0.6,2016,95,3412,0.03,0.97
137911,-0.13,2016,2033,1474,0.58,0.42
135345,-2.5,2016,3434,73,0.98,0.02
113044,-1.0,2016,3060,447,0.87,0.13
113046,-1.77,2016,3292,215,0.94,0.06
113042,-2.16,2016,3390,118,0.97,0.03
113896,-0.29,2016,2462,1046,0.7,0.3
113884,-0.28,2016,2434,1072,0.69,0.31
113888,0.03,2016,1456,2052,0.42,0.59
113902,-0.23,2016,2328,1180,0.66,0.34
113854,-0.1,2016,1945,1562,0.55,0.45
113882,-0.03,2016,1694,1814,0.48,0.52
141378,-0.39,2016,2645,862,0.75,0.25
138471,0.09,2016,1238,2269,0.35,0.65
136763,-0.08,2016,1876,1631,0.54,0.47
138388,-0.88,2016,3031,476,0.86,0.14
113863,0.01,2016,1532,1975,0.44,0.56
113855,0.25,2016,746,2760,0.21,0.79
141526,-0.02,2016,1658,1849,0.47,0.53
140898,0.06,2016,1350,2156,0.39,0.61
141735,-0.09,2016,1912,1594,0.55,0.45
113875,-0.35,2016,2582,926,0.74,0.26
139376,0.44,2016,283,3224,0.08,0.92
137163,0.37,2016,435,3072,0.12,0.88
136649,0.18,2016,940,2567,0.27,0.73
138616,-0.3,2016,2484,1022,0.71,0.29
113901,0.23,2016,798,2709,0.23,0.77
113956,-1.74,2016,3280,226,0.94,0.06
113960,-1.61,2016,3224,282,0.92,0.08
139258,0.29,2016,632,2876,0.18,0.82
136574,-0.3,2016,2484,1022,0.71,0.29
139711,0.52,2016,168,3338,0.05,0.95
136368,0.55,2016,136,3370,0.04,0.96
136850,0.31,2016,575,2932,0.16,0.84
113907,0.07,2016,1306,2201,0.37,0.63
136206,-0.51,2016,2807,700,0.8,0.2
113893,-0.02,2016,1658,1849,0.47,0.53
113954,-1.6,2016,3220,288,0.92,0.08
138193,0.12,2016,1138,2369,0.32,0.68
136120,0.16,2016,1002,2506,0.29,0.71
136125,0.01,2016,1532,1975,0.44,0.56
137452,0.22,2016,825,2682,0.24,0.76
136996,0.3,2016,602,2905,0.17,0.83
140008,0.49,2016,202,3304,0.06,0.94
138171,-0.43,2016,2714,794,0.77,0.23
138385,0.21,2016,852,2654,0.24,0.76
139037,-0.46,2016,2754,752,0.79,0.21
139596,-0.52,2016,2818,690,0.8,0.2
137349,0.24,2016,774,2734,0.22,0.78
140007,0.37,2016,435,3072,0.12,0.88
113961,-2.23,2016,3404,102,0.97,0.03
137998,-2.6,2016,3448,58,0.98,0.02
136451,0.27,2016,688,2819,0.2,0.8
141109,-0.62,2016,2911,596,0.83,0.17
114308,-0.32,2016,2524,983,0.72,0.28
114301,-0.01,2016,1619,1888,0.46,0.54
137638,-0.14,2016,2070,1437,0.59,0.41
114313,0.38,2016,412,3094,0.12,0.88
114311,-0.42,2016,2696,811,0.77,0.23
114312,0.09,2016,1238,2269,0.35,0.65
138075,0.23,2016,798,2709,0.23,0.77
131859,-2.81,2016,3471,36,0.99,0.01
114299,0.34,2016,498,3008,0.14,0.86
137696,-0.3,2016,2484,1022,0.71,0.29
114289,0.01,2016,1532,1975,0.44,0.56
114305,-0.23,2016,2328,1180,0.66,0.34
136683,-0.11,2016,1973,1534,0.56,0.44
136770,0.25,2016,746,2760,0.21,0.79
136745,-0.4,2016,2660,846,0.76,0.24
136971,-0.06,2016,1794,1713,0.51,0.49
137903,0.34,2016,498,3008,0.14,0.86
114327,0.05,2016,1390,2118,0.4,0.6
138172,0.0,2016,1574,1932,0.45,0.55
137702,-0.11,2016,1973,1534,0.56,0.44
114326,0.16,2016,1002,2506,0.29,0.71
114286,0.06,2016,1350,2156,0.39,0.61
114317,0.32,2016,550,2956,0.16,0.84
137234,-0.28,2016,2434,1072,0.69,0.31
114293,-0.16,2016,2130,1377,0.61,0.39
137153,0.06,2016,1350,2156,0.39,0.61
114315,-0.29,2016,2462,1046,0.7,0.3
114300,-0.44,2016,2732,776,0.78,0.22
114297,-0.29,2016,2462,1046,0.7,0.3
138717,-0.29,2016,2462,1046,0.7,0.3
114340,-1.99,2016,3360,148,0.96,0.04
114349,-1.47,2016,3170,337,0.9,0.1
114337,-2.47,2016,3430,78,0.98,0.02
138718,-1.68,2016,3256,251,0.93,0.07
131905,-2.53,2016,3440,68,0.98,0.02
134662,-1.68,2016,3256,251,0.93,0.07
114347,-2.83,2016,3472,34,0.99,0.01
137622,0.24,2016,774,2734,0.22,0.78
137122,-0.88,2016,3031,476,0.86,0.14
138089,-0.53,2016,2830,676,0.81,0.19
136838,-0.25,2016,2374,1133,0.68,0.32
136525,-0.08,2016,1876,1631,0.54,0.47
137222,-0.44,2016,2732,776,0.78,0.22
135314,-0.94,2016,3048,460,0.87,0.13
138093,-2.03,2016,3368,140,0.96,0.04
